sequence,depth,T_HW_ms,cycles,MMAC,weights,bottlenecks,block_cycles,hw_feasible_on_bitstream,infeasible_at
16-64-48-32-48-64,6,19.840680,1984068,242.150400,12187,PW-PW-DW-PW-PW-PW,518400/489600/475668/126000/151200/223200,0,b3 G*Cin=2560
16-64-48-48-32-64,6,19.840680,1984068,238.464000,11931,PW-PW-DW-PW-PW-PW,518400/489600/475668/208800/126000/165600,0,b3 G*Cin=2560
16-64-64-48-16-64,6,19.840680,1984068,238.464000,11931,PW-PW-DW-PW-PW-PW,518400/489600/475668/266400/111600/122400,0,b3 G*Cin=2560
16-48-48-48-48-64,6,19.854320,1985432,238.464000,12699,PW-DW-DW-PW-PW-PW,518400/469300/356932/208800/208800/223200,1,
16-64-48-64-64,5,19.876680,1987668,254.822400,13067,PW-PW-DW-PW-PW,518400/489600/475668/223200/280800,0,b3 G*Cin=2560
16-32-64-48-64-64,6,19.962960,1996296,258.969600,14891,PW-DW-DW-PW-PW-PW,518400/469300/238196/266400/223200/280800,1,
16-32-64-64-48-64,6,19.962960,1996296,258.969600,14891,PW-DW-DW-PW-PW-PW,518400/469300/238196/280800/266400/223200,1,
16-64-48-16-64-64,6,19.984680,1998468,238.464000,11931,PW-PW-DW-PW-PW-PW,518400/489600/475668/111600/122400/280800,0,b3 G*Cin=2560
16-64-16-32-64-64,6,19.984680,1998468,217.958400,10507,PW-PW-DW-PW-PW-PW,518400/489600/475668/68400/165600/280800,0,b3 G*Cin=2560
16-48-32-48-64-64,6,19.998320,1999832,242.150400,12955,PW-DW-DW-PW-PW-PW,518400/469300/356932/151200/223200/280800,1,
16-48-32-64-48-64,6,19.998320,1999832,234.777600,12443,PW-DW-DW-PW-PW-PW,518400/469300/356932/165600/266400/223200,1,
16-32-48-64-64-64,6,20.106960,2010696,266.342400,15403,PW-DW-DW-PW-PW-PW,518400/469300/238196/223200/280800/280800,1,
16-64-64-32-48-64,6,20.128680,2012868,266.342400,13867,PW-PW-DW-PW-PW-PW,518400/489600/475668/154800/151200/223200,0,b3 G*Cin=2560
16-64-16-48-48-64,6,20.182680,2018268,210.585600,9995,PW-PW-DW-PW-PW-PW,518400/489600/475668/102600/208800/223200,0,b3 G*Cin=2560
16-64-48-64-32-64,6,20.272680,2027268,258.969600,13355,PW-PW-DW-PW-PW-PW,518400/489600/475668/223200/154800/165600,0,b3 G*Cin=2560
16-64-64-16-64-64,6,20.272680,2027268,258.969600,13355,PW-PW-DW-PW-PW-PW,518400/489600/475668/140400/122400/280800,0,b3 G*Cin=2560
16-64-64-64-16-64,6,20.272680,2027268,258.969600,13355,PW-PW-DW-PW-PW-PW,518400/489600/475668/280800/140400/122400,0,b3 G*Cin=2560
16-64-32-32-64-64,6,20.272680,2027268,242.150400,12187,PW-PW-DW-PW-PW-PW,518400/489600/475668/97200/165600/280800,0,b3 G*Cin=2560
16-48-16-64-64-64,6,20.286320,2028632,238.464000,12699,PW-DW-DW-PW-PW-PW,518400/469300/356932/122400/280800/280800,1,
16-64-64-48-32-64,6,20.416680,2041668,266.342400,13867,PW-PW-DW-PW-PW-PW,518400/489600/475668/266400/126000/165600,0,b3 G*Cin=2560
16-48-64-48-48-64,6,20.430320,2043032,262.656000,14379,PW-DW-DW-PW-PW-PW,518400/469300/356932/266400/208800/223200,1,
16-64-64-64-64,5,20.452680,2045268,286.387200,15259,PW-PW-DW-PW-PW,518400/489600/475668/280800/280800,0,b3 G*Cin=2560
16-64-48-32-64-64,6,20.560680,2056068,266.342400,13867,PW-PW-DW-PW-PW-PW,518400/489600/475668/126000/165600/280800,0,b3 G*Cin=2560
16-48-48-48-64-64,6,20.574320,2057432,266.342400,14635,PW-DW-DW-PW-PW-PW,518400/469300/356932/208800/223200/280800,1,
16-48-48-64-48-64,6,20.574320,2057432,262.656000,14379,PW-DW-DW-PW-PW-PW,518400/469300/356932/223200/266400/223200,1,
16-64-32-48-48-64,6,20.668680,2066868,238.464000,11931,PW-PW-DW-PW-PW-PW,518400/489600/475668/151200/208800/223200,0,b3 G*Cin=2560
16-32-64-64-64-64,6,20.682960,2068296,290.534400,17083,PW-DW-DW-PW-PW-PW,518400/469300/238196/280800/280800/280800,1,
16-48-32-64-64-64,6,20.718320,2071832,266.342400,14635,PW-DW-DW-PW-PW-PW,518400/469300/356932/165600/280800/280800,1,
16-64-64-32-64-64,6,20.848680,2084868,290.534400,15547,PW-PW-DW-PW-PW-PW,518400/489600/475668/154800/165600/280800,0,b3 G*Cin=2560
16-64-64-64-32-64,6,20.848680,2084868,290.534400,15547,PW-PW-DW-PW-PW-PW,518400/489600/475668/280800/154800/165600,0,b3 G*Cin=2560
16-64-16-48-64-64,6,20.902680,2090268,238.464000,11931,PW-PW-DW-PW-PW-PW,518400/489600/475668/102600/223200/280800,0,b3 G*Cin=2560
16-64-16-64-48-64,6,20.956680,2095668,227.404800,11163,PW-PW-DW-PW-PW-PW,518400/489600/475668/122400/266400/223200,0,b3 G*Cin=2560
16-48-64-48-64-64,6,21.150320,2115032,290.534400,16315,PW-DW-DW-PW-PW-PW,518400/469300/356932/266400/223200/280800,1,
16-48-64-64-48-64,6,21.150320,2115032,290.534400,16315,PW-DW-DW-PW-PW-PW,518400/469300/356932/280800/266400/223200,1,
16-64-48-48-48-64,6,21.244680,2124468,266.342400,13867,PW-PW-DW-PW-PW-PW,518400/489600/475668/208800/208800/223200,0,b3 G*Cin=2560
16-48-48-64-64-64,6,21.294320,2129432,294.220800,16571,PW-DW-DW-PW-PW-PW,518400/469300/356932/223200/280800/280800,1,
16-64-32-48-64-64,6,21.388680,2138868,266.342400,13867,PW-PW-DW-PW-PW-PW,518400/489600/475668/151200/223200/280800,0,b3 G*Cin=2560
16-64-32-64-48-64,6,21.388680,2138868,258.969600,13355,PW-PW-DW-PW-PW-PW,518400/489600/475668/165600/266400/223200,0,b3 G*Cin=2560
16-64-16-64-64-64,6,21.676680,2167668,258.969600,13355,PW-PW-DW-PW-PW-PW,518400/489600/475668/122400/280800/280800,0,b3 G*Cin=2560
16-64-64-48-48-64,6,21.820680,2182068,294.220800,15803,PW-PW-DW-PW-PW-PW,518400/489600/475668/266400/208800/223200,0,b3 G*Cin=2560
16-48-64-64-64-64,6,21.870320,2187032,322.099200,18507,PW-DW-DW-PW-PW-PW,518400/469300/356932/280800/280800/280800,1,
16-64-48-48-64-64,6,21.964680,2196468,294.220800,15803,PW-PW-DW-PW-PW-PW,518400/489600/475668/208800/223200/280800,0,b3 G*Cin=2560
16-64-48-64-48-64,6,21.964680,2196468,290.534400,15547,PW-PW-DW-PW-PW-PW,518400/489600/475668/223200/266400/223200,0,b3 G*Cin=2560
16-64-32-64-64-64,6,22.108680,2210868,290.534400,15547,PW-PW-DW-PW-PW-PW,518400/489600/475668/165600/280800/280800,0,b3 G*Cin=2560
16-64-64-48-64-64,6,22.540680,2254068,322.099200,17739,PW-PW-DW-PW-PW-PW,518400/489600/475668/266400/223200/280800,0,b3 G*Cin=2560
16-64-64-64-48-64,6,22.540680,2254068,322.099200,17739,PW-PW-DW-PW-PW-PW,518400/489600/475668/280800/266400/223200,0,b3 G*Cin=2560
16-64-48-64-64-64,6,22.684680,2268468,322.099200,17739,PW-PW-DW-PW-PW-PW,518400/489600/475668/223200/280800/280800,0,b3 G*Cin=2560
16-64-64-64-64-64,6,23.260680,2326068,353.664000,19931,PW-PW-DW-PW-PW-PW,518400/489600/475668/280800/280800/280800,0,b3 G*Cin=2560
